DATAFLOW,LAST UPDATE,freq,unit,age,agedef,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2002,1.49180,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2003,1.50625,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2004,1.51925,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2005,1.47530,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2006,1.52356,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2007,1.44475,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2008,1.48234,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2009,1.47493,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2010,1.43813,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2011,1.34964,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2012,1.39266,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2013,1.30713,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2014,1.31093,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2015,1.30847,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2016,1.36013,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2017,1.33793,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2018,1.36045,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2019,1.40114,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2020,1.36229,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2021,1.39363,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2022,1.36844,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2023,1.40391,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chipre,2024,1.38098,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1960,2.09313,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1961,2.11278,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1962,2.11970,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1963,2.31063,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1964,2.33898,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1965,2.17944,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1966,2.02246,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1967,1.90845,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1968,1.83844,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1969,1.87449,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1970,1.91837,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1971,1.99543,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1972,2.09422,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1973,2.31190,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1974,2.46399,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1975,2.43291,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1976,2.38987,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1977,2.34049,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1978,2.32867,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1979,2.27412,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1980,2.07748,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1981,1.99711,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1982,2.00167,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1983,1.96762,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1984,1.96855,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1985,1.95244,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1986,1.91981,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1987,1.91066,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1988,1.94102,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1989,1.87431,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1990,1.90025,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1991,1.86046,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1992,1.71413,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1993,1.66530,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1994,1.43835,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1995,1.27804,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1996,1.18489,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1997,1.17219,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1998,1.15637,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,1999,1.13242,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2000,1.14722,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2001,1.14657,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2002,1.17205,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2003,1.18072,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2004,1.23013,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2005,1.28764,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2006,1.33656,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2007,1.44847,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2008,1.51234,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2009,1.51005,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2010,1.51363,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2011,1.42660,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2012,1.45163,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2013,1.45545,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2014,1.52756,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2015,1.56948,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2016,1.62987,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2017,1.68576,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2018,1.70756,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2019,1.70834,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2020,1.74134,b,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2021,1.82575,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2022,1.63800,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2023,1.45570,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Chéquia,2024,1.36401,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2000,1.38003,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2001,1.34643,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2002,1.33918,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2003,1.33756,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2004,1.35650,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2005,1.33801,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2006,1.32938,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2007,1.36875,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2008,1.37865,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2009,1.35691,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2010,1.39206,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2011,1.39091,b,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2012,1.40930,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2013,1.41871,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2014,1.47486,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2015,1.50232,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2016,1.59662,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2017,1.56944,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2018,1.56558,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2019,1.54091,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2020,1.53148,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2021,1.57669,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2022,1.45567,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Alemanha,2023,1.38506,b,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1960,2.56975,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1961,2.55170,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1962,2.54984,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1963,2.66888,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1964,2.60036,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1965,2.60898,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1966,2.61543,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1967,2.35113,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1968,2.11776,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1969,1.99873,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1970,1.95024,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1971,2.04332,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1972,2.02979,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1973,1.91706,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1974,1.89683,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1975,1.91903,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1976,1.74723,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1977,1.66001,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1978,1.66806,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1979,1.60169,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1980,1.54626,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1981,1.43687,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1982,1.42691,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1983,1.37709,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1984,1.39978,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1985,1.44704,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1986,1.47997,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1987,1.49625,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1988,1.55958,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1989,1.61996,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1990,1.66748,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1991,1.68280,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1992,1.76333,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1993,1.74868,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1994,1.80562,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1995,1.80481,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1996,1.74759,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1997,1.75225,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1998,1.72238,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,1999,1.73400,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2000,1.77031,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2001,1.74450,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2002,1.72429,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2003,1.75865,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2004,1.78136,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2005,1.79911,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2006,1.84659,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2007,1.84230,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2008,1.88764,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2009,1.83868,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2010,1.87025,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2011,1.75169,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2012,1.72831,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2013,1.66802,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2014,1.69034,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2015,1.71295,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2016,1.78505,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2017,1.75155,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2018,1.72981,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2019,1.69964,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2020,1.67541,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2021,1.72465,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2022,1.55339,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2023,1.49666,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Dinamarca,2024,1.46626,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2000,1.46117,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2001,1.44803,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2002,1.45439,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2003,1.46893,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2004,1.49340,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2005,1.49787,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2006,1.52529,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2007,1.54085,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2008,1.58321,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2009,1.56962,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2010,1.58619,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2011,1.56951,b,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2012,1.56228,b,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2013,1.53794,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2014,1.56264,b,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2015,1.56073,b,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2016,1.58155,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2017,1.55604,b,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2018,1.53453,ep,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2019,1.51659,bep,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2020,1.48719,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2021,1.51380,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2022,1.45110,bp,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area - 19 countries  (2015-2022),2023,1.37927,bp,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area – 20 countries (2023-2025),2020,1.48802,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area – 20 countries (2023-2025),2021,1.51502,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area – 20 countries (2023-2025),2022,1.45198,bp,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Euro area – 20 countries (2023-2025),2023,1.38019,bp,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Estónia,1960,1.98286,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Estónia,1961,1.98316,,
ESTAT:DEMO_FRATE(1.0),29/01/26 23:00:00,Annual,Number,Total,Age in completed years,Estónia,1962,1.95475,,
