DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1972,17580396,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1973,17772628,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1974,17957231,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1975,18150004,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1976,18333864,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1977,18521877,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1978,18700859,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1979,18868438,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1980,19023427,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1981,19167940,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1982,19290450,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1983,19394758,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1984,19477810,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1985,19558571,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1986,19625071,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1987,19683096,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1988,19735868,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1989,19778621,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1990,19813442,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1991,19838598,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1992,19925307,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1993,20032645,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1994,20130190,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1995,20221727,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1996,20307916,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1997,20391551,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1998,20478884,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,1999,20559311,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2000,20643843,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2001,20741653,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2002,20919754,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2003,21285371,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2004,21622874,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2005,21961051,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2006,22290653,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2007,22665690,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2008,23077456,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2009,23358739,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2010,23504347,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2011,23617694,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2012,23719207,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2013,23699424,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2014,23621034,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2015,23603001,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2016,23612439,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2017,23666286,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2018,23755470,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2019,23902168,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2020,24107382,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2021,24152187,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2022,24198046,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2023,24519768,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2024,24792824,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Espanha,2025,25037928,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),1980,235016192,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),1985,238396031,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),1990,241588889,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),1991,242378341,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),1992,243003650,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),1993,243774033,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),1994,244403075,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),1995,244922961,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),1996,245371229,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),1997,245781576,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),1998,246999938,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),1999,247362523,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2000,247761502,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2001,248348670,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2002,248645365,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2003,249489434,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2004,250388089,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2005,251365496,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2006,252245981,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2007,253129131,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2008,254071506,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2009,254945404,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2010,255442459,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2011,255558439,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2012,256081433,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2013,256813392,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2015,257778634,be,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2016,258341688,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2017,258854757,be,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2018,259328993,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (2007-2013),2019,259869074,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),1985,211789008,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),1990,214665583,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),1991,215368606,be,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),1992,215814405,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),1993,216499243,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),1994,217101646,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),1995,217555427,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),1996,217901614,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),1997,218225897,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),1998,219376548,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),1999,219652905,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2000,219945375,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2001,220341633,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2002,220544882,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2003,221274193,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2004,222042482,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2005,222841116,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2006,223515552,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2007,224188035,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2008,224899187,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2009,225552613,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2010,225829427,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2011,225708502,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2012,226006146,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2013,226532476,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2014,226753241,be,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2015,227029499,be,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2016,227335128,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2017,227612438,be,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2018,227856334,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2019,228187871,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2020,228557256,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2021,227937507,bep,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2022,227911075,ep,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2023,228867460,bep,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 27 countries (from 2020),2024,229492073,ep,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),1985,240815954,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),1990,244048867,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),1991,244842972,be,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),1992,245383074,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),1993,246140392,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),1994,246815861,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),1995,247342883,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),1996,247750778,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),1997,248136119,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),1998,249356447,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),1999,249714173,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2000,250096159,be,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2001,250579979,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2002,250881832,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2003,251726433,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2004,252624973,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2005,253604076,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2006,254484535,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2007,255366480,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2008,256306485,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2009,257178433,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2010,257670655,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2011,257779544,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2012,258295108,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2013,259013697,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2015,259948793,be,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2016,260488112,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2017,260976842,be,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2018,261419954,e,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,European Union - 28 countries (2013-2020),2019,261933947,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1960,2288381,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1961,2303959,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1962,2317914,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1963,2332974,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1964,2348766,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1965,2357227,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1966,2362646,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1967,2373241,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1968,2387057,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1969,2393611,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1970,2384060,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1971,2378351,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1972,2391875,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1973,2404350,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1974,2416619,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1975,2428572,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1976,2438377,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1977,2444444,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1978,2451299,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1979,2457298,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1980,2464508,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1981,2472935,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1982,2484677,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1983,2498846,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1984,2512686,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1985,2524520,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1986,2532884,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1987,2539778,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1988,2545734,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1989,2552991,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1990,2561623,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1991,2572274,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1992,2585960,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1993,2597700,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1994,2607716,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1995,2617105,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1996,2625125,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1997,2631724,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1998,2638251,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,1999,2643571,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,2000,2648276,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,2001,2651774,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,2002,2657304,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,2003,2661379,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,2004,2666839,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,2005,2674534,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,2006,2683230,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,2007,2693213,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,2008,2703697,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,2009,2714661,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,2010,2726360,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,2011,2736860,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,2012,2748733,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,2013,2760052,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Finlândia,2014,2770906,,
